CodFam,TipIns,AñoInd,MesInd,BCVInd
"00","1",1995,1,0.0000000000000000e+00
"00","1",1995,2,0.0000000000000000e+00
"00","1",1995,3,0.0000000000000000e+00
"00","1",1995,4,0.0000000000000000e+00
"00","1",1995,5,0.0000000000000000e+00
"00","1",1995,6,0.0000000000000000e+00
"00","1",1995,7,0.0000000000000000e+00
"00","1",1995,8,0.0000000000000000e+00
"00","1",1995,9,0.0000000000000000e+00
"00","1",1995,10,0.0000000000000000e+00
"00","1",1995,11,0.0000000000000000e+00
"00","1",1995,12,0.0000000000000000e+00
"00","1",1996,1,0.0000000000000000e+00
"00","1",1996,2,0.0000000000000000e+00
"00","1",1996,3,0.0000000000000000e+00
"00","1",1996,4,0.0000000000000000e+00
"00","1",1996,5,0.0000000000000000e+00
"00","1",1996,6,0.0000000000000000e+00
"00","1",1996,7,0.0000000000000000e+00
"00","1",1996,8,0.0000000000000000e+00
"00","1",1996,9,0.0000000000000000e+00
"00","1",1996,10,0.0000000000000000e+00
"00","1",1996,11,0.0000000000000000e+00
"00","1",1996,12,0.0000000000000000e+00
"00","1",1997,1,0.0000000000000000e+00
"00","1",1997,2,0.0000000000000000e+00
"00","1",1997,3,0.0000000000000000e+00
"00","1",1997,4,0.0000000000000000e+00
"00","1",1997,5,0.0000000000000000e+00
"00","1",1997,6,0.0000000000000000e+00
"00","1",1997,7,0.0000000000000000e+00
"00","1",1997,8,0.0000000000000000e+00
"00","1",1997,9,0.0000000000000000e+00
"00","1",1997,10,0.0000000000000000e+00
"00","1",1997,11,0.0000000000000000e+00
"00","1",1997,12,0.0000000000000000e+00
"00","1",1998,1,0.0000000000000000e+00
"00","1",1998,2,0.0000000000000000e+00
"00","1",1998,3,0.0000000000000000e+00
"00","1",1998,4,0.0000000000000000e+00
"00","1",1998,5,0.0000000000000000e+00
"00","1",1998,6,0.0000000000000000e+00
"00","1",1998,7,0.0000000000000000e+00
"00","1",1998,8,0.0000000000000000e+00
"00","1",1998,9,0.0000000000000000e+00
"00","1",1998,10,0.0000000000000000e+00
"00","1",1998,11,0.0000000000000000e+00
"00","1",1998,12,0.0000000000000000e+00
"00","1",1999,1,0.0000000000000000e+00
"00","1",1999,2,0.0000000000000000e+00
"00","1",1999,3,0.0000000000000000e+00
"00","1",1999,4,0.0000000000000000e+00
"00","1",1999,5,0.0000000000000000e+00
"00","1",1999,6,0.0000000000000000e+00
"00","1",1999,7,0.0000000000000000e+00
"00","1",1999,8,0.0000000000000000e+00
"00","1",1999,9,0.0000000000000000e+00
"00","1",1999,10,0.0000000000000000e+00
"00","1",1999,11,0.0000000000000000e+00
"00","1",1999,12,0.0000000000000000e+00
"00","1",2000,1,0.0000000000000000e+00
"00","1",2000,2,0.0000000000000000e+00
"00","1",2000,3,0.0000000000000000e+00
"00","1",2000,4,0.0000000000000000e+00
"00","1",2000,5,0.0000000000000000e+00
"00","1",2000,6,0.0000000000000000e+00
"00","1",2000,7,0.0000000000000000e+00
"00","1",2000,8,0.0000000000000000e+00
"00","1",2000,9,0.0000000000000000e+00
"00","1",2000,10,0.0000000000000000e+00
"00","1",2000,11,0.0000000000000000e+00
"00","1",2000,12,0.0000000000000000e+00
"00","1",2001,1,0.0000000000000000e+00
"00","1",2001,2,0.0000000000000000e+00
"00","1",2001,3,0.0000000000000000e+00
"00","1",2001,4,0.0000000000000000e+00
"00","1",2001,5,0.0000000000000000e+00
"00","1",2001,6,0.0000000000000000e+00
"00","1",2001,7,0.0000000000000000e+00
"00","1",2001,8,0.0000000000000000e+00
"00","1",2001,9,0.0000000000000000e+00
"00","1",2001,10,0.0000000000000000e+00
"00","1",2001,11,0.0000000000000000e+00
"00","1",2001,12,0.0000000000000000e+00
"00","1",2002,1,0.0000000000000000e+00
"00","1",2002,2,0.0000000000000000e+00
"00","1",2002,3,0.0000000000000000e+00
"00","1",2002,4,0.0000000000000000e+00
"00","1",2002,5,0.0000000000000000e+00
"00","1",2002,6,0.0000000000000000e+00
"00","1",2002,7,0.0000000000000000e+00
"00","1",2002,8,0.0000000000000000e+00
"00","1",2002,9,0.0000000000000000e+00
"00","1",2002,10,0.0000000000000000e+00
"00","1",2002,11,0.0000000000000000e+00
"00","1",2002,12,0.0000000000000000e+00
"00","1",2003,1,0.0000000000000000e+00
"00","1",2003,2,0.0000000000000000e+00
"00","1",2003,3,0.0000000000000000e+00
"00","1",2003,4,0.0000000000000000e+00
"00","1",2003,5,0.0000000000000000e+00
"00","1",2003,6,0.0000000000000000e+00
"00","1",2003,7,0.0000000000000000e+00
"00","1",2003,8,0.0000000000000000e+00
"00","1",2003,9,0.0000000000000000e+00
"00","1",2003,10,0.0000000000000000e+00
"00","1",2003,11,0.0000000000000000e+00
"00","1",2003,12,0.0000000000000000e+00
"00","1",2004,1,0.0000000000000000e+00
"00","1",2004,2,0.0000000000000000e+00
"00","1",2004,3,0.0000000000000000e+00
"00","1",2004,4,0.0000000000000000e+00
"00","1",2004,5,0.0000000000000000e+00
"00","1",2004,6,0.0000000000000000e+00
"00","1",2004,7,0.0000000000000000e+00
"00","1",2004,8,0.0000000000000000e+00
"00","1",2004,9,0.0000000000000000e+00
"00","1",2004,10,0.0000000000000000e+00
"00","1",2004,11,0.0000000000000000e+00
"00","1",2004,12,0.0000000000000000e+00
"00","1",2005,1,0.0000000000000000e+00
"00","1",2005,2,0.0000000000000000e+00
"00","1",2005,3,0.0000000000000000e+00
"00","1",2005,4,0.0000000000000000e+00
"00","1",2005,5,0.0000000000000000e+00
"00","1",2005,6,0.0000000000000000e+00
"00","1",2005,7,0.0000000000000000e+00
"00","1",2005,8,0.0000000000000000e+00
"00","1",2005,9,0.0000000000000000e+00
"00","1",2005,10,0.0000000000000000e+00
"00","1",2005,11,0.0000000000000000e+00
"00","1",2005,12,0.0000000000000000e+00
"00","1",2006,1,0.0000000000000000e+00
"00","1",2006,2,0.0000000000000000e+00
"00","1",2006,3,0.0000000000000000e+00
"00","1",2006,4,0.0000000000000000e+00
"00","1",2006,5,0.0000000000000000e+00
"00","1",2006,6,0.0000000000000000e+00
"00","1",2006,7,0.0000000000000000e+00
"00","1",2006,8,0.0000000000000000e+00
"00","1",2006,9,0.0000000000000000e+00
"00","1",2006,10,0.0000000000000000e+00
"00","1",2006,11,0.0000000000000000e+00
"00","1",2006,12,0.0000000000000000e+00
"00","1",2007,1,0.0000000000000000e+00
"00","1",2007,2,0.0000000000000000e+00
"00","1",2007,3,0.0000000000000000e+00
"00","1",2007,4,0.0000000000000000e+00
"00","1",2007,5,0.0000000000000000e+00
"00","1",2007,6,0.0000000000000000e+00
"00","1",2007,7,0.0000000000000000e+00
"00","1",2007,8,0.0000000000000000e+00
"00","1",2007,9,0.0000000000000000e+00
"00","1",2007,10,0.0000000000000000e+00
"00","1",2007,11,0.0000000000000000e+00
"00","1",2007,12,0.0000000000000000e+00
"00","1",2008,1,0.0000000000000000e+00
"00","1",2008,2,0.0000000000000000e+00
"00","1",2008,3,0.0000000000000000e+00
"00","1",2008,4,0.0000000000000000e+00
"00","1",2008,5,0.0000000000000000e+00
"00","1",2008,6,0.0000000000000000e+00
"00","1",2008,7,0.0000000000000000e+00
"00","1",2008,8,0.0000000000000000e+00
"00","1",2008,9,0.0000000000000000e+00
"00","1",2008,10,0.0000000000000000e+00
"00","1",2008,11,0.0000000000000000e+00
"00","1",2008,12,0.0000000000000000e+00
"00","1",2009,1,0.0000000000000000e+00
"00","1",2009,2,0.0000000000000000e+00
"00","1",2009,3,0.0000000000000000e+00
"00","1",2009,4,0.0000000000000000e+00
"00","1",2009,5,0.0000000000000000e+00
"00","1",2009,6,0.0000000000000000e+00
"00","1",2009,7,0.0000000000000000e+00
"00","1",2009,8,0.0000000000000000e+00
"00","1",2009,9,0.0000000000000000e+00
"00","1",2009,10,0.0000000000000000e+00
"00","1",2009,11,0.0000000000000000e+00
"00","1",2009,12,0.0000000000000000e+00
"00","2",1995,1,0.0000000000000000e+00
"00","2",1995,2,0.0000000000000000e+00
"00","2",1995,3,0.0000000000000000e+00
"00","2",1995,4,0.0000000000000000e+00
"00","2",1995,5,0.0000000000000000e+00
"00","2",1995,6,0.0000000000000000e+00
"00","2",1995,7,0.0000000000000000e+00
"00","2",1995,8,0.0000000000000000e+00
"00","2",1995,9,0.0000000000000000e+00
"00","2",1995,10,0.0000000000000000e+00
"00","2",1995,11,0.0000000000000000e+00
"00","2",1995,12,0.0000000000000000e+00
"00","2",1996,1,0.0000000000000000e+00
"00","2",1996,2,0.0000000000000000e+00
"00","2",1996,3,0.0000000000000000e+00
"00","2",1996,4,0.0000000000000000e+00
"00","2",1996,5,0.0000000000000000e+00
"00","2",1996,6,0.0000000000000000e+00
"00","2",1996,7,0.0000000000000000e+00
"00","2",1996,8,0.0000000000000000e+00
"00","2",1996,9,0.0000000000000000e+00
"00","2",1996,10,0.0000000000000000e+00
"00","2",1996,11,0.0000000000000000e+00
"00","2",1996,12,0.0000000000000000e+00
"00","2",1997,1,0.0000000000000000e+00
"00","2",1997,2,0.0000000000000000e+00
"00","2",1997,3,0.0000000000000000e+00
"00","2",1997,4,0.0000000000000000e+00
"00","2",1997,5,0.0000000000000000e+00
"00","2",1997,6,0.0000000000000000e+00
"00","2",1997,7,0.0000000000000000e+00
"00","2",1997,8,0.0000000000000000e+00
"00","2",1997,9,0.0000000000000000e+00
"00","2",1997,10,0.0000000000000000e+00
"00","2",1997,11,0.0000000000000000e+00
"00","2",1997,12,0.0000000000000000e+00
"00","2",1998,1,0.0000000000000000e+00
"00","2",1998,2,0.0000000000000000e+00
"00","2",1998,3,0.0000000000000000e+00
"00","2",1998,4,0.0000000000000000e+00
"00","2",1998,5,0.0000000000000000e+00
"00","2",1998,6,0.0000000000000000e+00
"00","2",1998,7,0.0000000000000000e+00
"00","2",1998,8,0.0000000000000000e+00
"00","2",1998,9,0.0000000000000000e+00
"00","2",1998,10,0.0000000000000000e+00
"00","2",1998,11,0.0000000000000000e+00
"00","2",1998,12,0.0000000000000000e+00
"00","2",1999,1,0.0000000000000000e+00
"00","2",1999,2,0.0000000000000000e+00
"00","2",1999,3,0.0000000000000000e+00
"00","2",1999,4,0.0000000000000000e+00
"00","2",1999,5,0.0000000000000000e+00
"00","2",1999,6,0.0000000000000000e+00
"00","2",1999,7,0.0000000000000000e+00
"00","2",1999,8,0.0000000000000000e+00
"00","2",1999,9,0.0000000000000000e+00
"00","2",1999,10,0.0000000000000000e+00
"00","2",1999,11,0.0000000000000000e+00
"00","2",1999,12,0.0000000000000000e+00
"00","2",2000,1,0.0000000000000000e+00
"00","2",2000,2,0.0000000000000000e+00
"00","2",2000,3,0.0000000000000000e+00
"00","2",2000,4,0.0000000000000000e+00
"00","2",2000,5,0.0000000000000000e+00
"00","2",2000,6,0.0000000000000000e+00
"00","2",2000,7,0.0000000000000000e+00
"00","2",2000,8,0.0000000000000000e+00
"00","2",2000,9,0.0000000000000000e+00
"00","2",2000,10,0.0000000000000000e+00
"00","2",2000,11,0.0000000000000000e+00
"00","2",2000,12,0.0000000000000000e+00
"00","2",2001,1,0.0000000000000000e+00
"00","2",2001,2,0.0000000000000000e+00
"00","2",2001,3,0.0000000000000000e+00
"00","2",2001,4,0.0000000000000000e+00
"00","2",2001,5,0.0000000000000000e+00
"00","2",2001,6,0.0000000000000000e+00
"00","2",2001,7,0.0000000000000000e+00
"00","2",2001,8,0.0000000000000000e+00
"00","2",2001,9,0.0000000000000000e+00
"00","2",2001,10,0.0000000000000000e+00
"00","2",2001,11,0.0000000000000000e+00
"00","2",2001,12,0.0000000000000000e+00
"00","2",2002,1,0.0000000000000000e+00
"00","2",2002,2,0.0000000000000000e+00
"00","2",2002,3,0.0000000000000000e+00
"00","2",2002,4,0.0000000000000000e+00
"00","2",2002,5,0.0000000000000000e+00
"00","2",2002,6,0.0000000000000000e+00
"00","2",2002,7,0.0000000000000000e+00
"00","2",2002,8,0.0000000000000000e+00
"00","2",2002,9,0.0000000000000000e+00
"00","2",2002,10,0.0000000000000000e+00
"00","2",2002,11,0.0000000000000000e+00
"00","2",2002,12,0.0000000000000000e+00
"00","2",2003,1,0.0000000000000000e+00
"00","2",2003,2,0.0000000000000000e+00
"00","2",2003,3,0.0000000000000000e+00
"00","2",2003,4,0.0000000000000000e+00
"00","2",2003,5,0.0000000000000000e+00
"00","2",2003,6,0.0000000000000000e+00
"00","2",2003,7,0.0000000000000000e+00
"00","2",2003,8,0.0000000000000000e+00
"00","2",2003,9,0.0000000000000000e+00
"00","2",2003,10,0.0000000000000000e+00
"00","2",2003,11,0.0000000000000000e+00
"00","2",2003,12,0.0000000000000000e+00
"00","2",2004,1,0.0000000000000000e+00
"00","2",2004,2,0.0000000000000000e+00
"00","2",2004,3,0.0000000000000000e+00
"00","2",2004,4,0.0000000000000000e+00
"00","2",2004,5,0.0000000000000000e+00
"00","2",2004,6,0.0000000000000000e+00
"00","2",2004,7,0.0000000000000000e+00
"00","2",2004,8,0.0000000000000000e+00
"00","2",2004,9,0.0000000000000000e+00
"00","2",2004,10,0.0000000000000000e+00
"00","2",2004,11,0.0000000000000000e+00
"00","2",2004,12,0.0000000000000000e+00
"00","2",2005,1,0.0000000000000000e+00
"00","2",2005,2,0.0000000000000000e+00
"00","2",2005,3,0.0000000000000000e+00
"00","2",2005,4,0.0000000000000000e+00
"00","2",2005,5,0.0000000000000000e+00
"00","2",2005,6,0.0000000000000000e+00
"00","2",2005,7,0.0000000000000000e+00
"00","2",2005,8,0.0000000000000000e+00
"00","2",2005,9,0.0000000000000000e+00
"00","2",2005,10,0.0000000000000000e+00
"00","2",2005,11,0.0000000000000000e+00
"00","2",2005,12,0.0000000000000000e+00
"00","2",2006,1,0.0000000000000000e+00
"00","2",2006,2,0.0000000000000000e+00
"00","2",2006,3,0.0000000000000000e+00
"00","2",2006,4,0.0000000000000000e+00
"00","2",2006,5,0.0000000000000000e+00
"00","2",2006,6,0.0000000000000000e+00
"00","2",2006,7,0.0000000000000000e+00
"00","2",2006,8,0.0000000000000000e+00
"00","2",2006,9,0.0000000000000000e+00
"00","2",2006,10,0.0000000000000000e+00
"00","2",2006,11,0.0000000000000000e+00
"00","2",2006,12,0.0000000000000000e+00
"00","2",2007,1,0.0000000000000000e+00
"00","2",2007,2,0.0000000000000000e+00
"00","2",2007,3,0.0000000000000000e+00
"00","2",2007,4,0.0000000000000000e+00
"00","2",2007,5,0.0000000000000000e+00
"00","2",2007,6,0.0000000000000000e+00
"00","2",2007,7,0.0000000000000000e+00
"00","2",2007,8,0.0000000000000000e+00
"00","2",2007,9,0.0000000000000000e+00
"00","2",2007,10,0.0000000000000000e+00
"00","2",2007,11,0.0000000000000000e+00
"00","2",2007,12,0.0000000000000000e+00
"00","2",2008,1,0.0000000000000000e+00
"00","2",2008,2,0.0000000000000000e+00
"00","2",2008,3,0.0000000000000000e+00
"00","2",2008,4,0.0000000000000000e+00
"00","2",2008,5,0.0000000000000000e+00
"00","2",2008,6,0.0000000000000000e+00
"00","2",2008,7,0.0000000000000000e+00
"00","2",2008,8,0.0000000000000000e+00
"00","2",2008,9,0.0000000000000000e+00
"00","2",2008,10,0.0000000000000000e+00
"00","2",2008,11,0.0000000000000000e+00
"00","2",2008,12,0.0000000000000000e+00
"00","2",2009,1,0.0000000000000000e+00
"00","2",2009,2,0.0000000000000000e+00
"00","2",2009,3,0.0000000000000000e+00
"00","2",2009,4,0.0000000000000000e+00
"00","2",2009,5,0.0000000000000000e+00
"00","2",2009,6,0.0000000000000000e+00
"00","2",2009,7,0.0000000000000000e+00
"00","2",2009,8,0.0000000000000000e+00
"00","2",2009,9,0.0000000000000000e+00
"00","2",2009,10,0.0000000000000000e+00
"00","2",2009,11,0.0000000000000000e+00
"00","2",2009,12,0.0000000000000000e+00
"00","3",1995,1,0.0000000000000000e+00
"00","3",1995,2,0.0000000000000000e+00
"00","3",1995,3,0.0000000000000000e+00
"00","3",1995,4,0.0000000000000000e+00
"00","3",1995,5,0.0000000000000000e+00
"00","3",1995,6,0.0000000000000000e+00
"00","3",1995,7,0.0000000000000000e+00
"00","3",1995,8,0.0000000000000000e+00
"00","3",1995,9,0.0000000000000000e+00
"00","3",1995,10,0.0000000000000000e+00
"00","3",1995,11,0.0000000000000000e+00
"00","3",1995,12,0.0000000000000000e+00
"00","3",1996,1,0.0000000000000000e+00
"00","3",1996,2,0.0000000000000000e+00
"00","3",1996,3,0.0000000000000000e+00
"00","3",1996,4,0.0000000000000000e+00
"00","3",1996,5,0.0000000000000000e+00
"00","3",1996,6,0.0000000000000000e+00
"00","3",1996,7,0.0000000000000000e+00
"00","3",1996,8,0.0000000000000000e+00
"00","3",1996,9,0.0000000000000000e+00
"00","3",1996,10,0.0000000000000000e+00
"00","3",1996,11,0.0000000000000000e+00
"00","3",1996,12,0.0000000000000000e+00
"00","3",1997,1,0.0000000000000000e+00
"00","3",1997,2,0.0000000000000000e+00
"00","3",1997,3,0.0000000000000000e+00
"00","3",1997,4,0.0000000000000000e+00
"00","3",1997,5,0.0000000000000000e+00
"00","3",1997,6,0.0000000000000000e+00
"00","3",1997,7,0.0000000000000000e+00
"00","3",1997,8,0.0000000000000000e+00
"00","3",1997,9,0.0000000000000000e+00
"00","3",1997,10,0.0000000000000000e+00
"00","3",1997,11,0.0000000000000000e+00
"00","3",1997,12,0.0000000000000000e+00
"00","3",1998,1,0.0000000000000000e+00
"00","3",1998,2,0.0000000000000000e+00
"00","3",1998,3,0.0000000000000000e+00
"00","3",1998,4,0.0000000000000000e+00
"00","3",1998,5,0.0000000000000000e+00
"00","3",1998,6,0.0000000000000000e+00
"00","3",1998,7,0.0000000000000000e+00
"00","3",1998,8,0.0000000000000000e+00
"00","3",1998,9,0.0000000000000000e+00
"00","3",1998,10,0.0000000000000000e+00
"00","3",1998,11,0.0000000000000000e+00
"00","3",1998,12,0.0000000000000000e+00
"00","3",1999,1,0.0000000000000000e+00
"00","3",1999,2,0.0000000000000000e+00
"00","3",1999,3,0.0000000000000000e+00
"00","3",1999,4,0.0000000000000000e+00
"00","3",1999,5,0.0000000000000000e+00
"00","3",1999,6,0.0000000000000000e+00
"00","3",1999,7,0.0000000000000000e+00
"00","3",1999,8,0.0000000000000000e+00
"00","3",1999,9,0.0000000000000000e+00
"00","3",1999,10,0.0000000000000000e+00
"00","3",1999,11,0.0000000000000000e+00
"00","3",1999,12,0.0000000000000000e+00
"00","3",2000,1,0.0000000000000000e+00
"00","3",2000,2,0.0000000000000000e+00
"00","3",2000,3,0.0000000000000000e+00
"00","3",2000,4,0.0000000000000000e+00
"00","3",2000,5,0.0000000000000000e+00
"00","3",2000,6,0.0000000000000000e+00
"00","3",2000,7,0.0000000000000000e+00
"00","3",2000,8,0.0000000000000000e+00
"00","3",2000,9,0.0000000000000000e+00
"00","3",2000,10,0.0000000000000000e+00
"00","3",2000,11,0.0000000000000000e+00
"00","3",2000,12,0.0000000000000000e+00
"00","3",2001,1,0.0000000000000000e+00
"00","3",2001,2,0.0000000000000000e+00
"00","3",2001,3,0.0000000000000000e+00
"00","3",2001,4,0.0000000000000000e+00
"00","3",2001,5,0.0000000000000000e+00
"00","3",2001,6,0.0000000000000000e+00
"00","3",2001,7,0.0000000000000000e+00
"00","3",2001,8,0.0000000000000000e+00
"00","3",2001,9,0.0000000000000000e+00
"00","3",2001,10,0.0000000000000000e+00
"00","3",2001,11,0.0000000000000000e+00
"00","3",2001,12,0.0000000000000000e+00
"00","3",2002,1,0.0000000000000000e+00
"00","3",2002,2,0.0000000000000000e+00
"00","3",2002,3,0.0000000000000000e+00
"00","3",2002,4,0.0000000000000000e+00
"00","3",2002,5,0.0000000000000000e+00
"00","3",2002,6,0.0000000000000000e+00
"00","3",2002,7,0.0000000000000000e+00
"00","3",2002,8,0.0000000000000000e+00
"00","3",2002,9,0.0000000000000000e+00
"00","3",2002,10,0.0000000000000000e+00
"00","3",2002,11,0.0000000000000000e+00
"00","3",2002,12,0.0000000000000000e+00
"00","3",2003,1,0.0000000000000000e+00
"00","3",2003,2,0.0000000000000000e+00
"00","3",2003,3,0.0000000000000000e+00
"00","3",2003,4,0.0000000000000000e+00
"00","3",2003,5,0.0000000000000000e+00
"00","3",2003,6,0.0000000000000000e+00
"00","3",2003,7,0.0000000000000000e+00
"00","3",2003,8,0.0000000000000000e+00
"00","3",2003,9,0.0000000000000000e+00
"00","3",2003,10,0.0000000000000000e+00
"00","3",2003,11,0.0000000000000000e+00
"00","3",2003,12,0.0000000000000000e+00
"00","3",2004,1,0.0000000000000000e+00
"00","3",2004,2,0.0000000000000000e+00
"00","3",2004,3,0.0000000000000000e+00
"00","3",2004,4,0.0000000000000000e+00
"00","3",2004,5,0.0000000000000000e+00
"00","3",2004,6,0.0000000000000000e+00
"00","3",2004,7,0.0000000000000000e+00
"00","3",2004,8,0.0000000000000000e+00
"00","3",2004,9,0.0000000000000000e+00
"00","3",2004,10,0.0000000000000000e+00
"00","3",2004,11,0.0000000000000000e+00
"00","3",2004,12,0.0000000000000000e+00
"00","3",2005,1,0.0000000000000000e+00
"00","3",2005,2,0.0000000000000000e+00
"00","3",2005,3,0.0000000000000000e+00
"00","3",2005,4,0.0000000000000000e+00
"00","3",2005,5,0.0000000000000000e+00
"00","3",2005,6,0.0000000000000000e+00
"00","3",2005,7,0.0000000000000000e+00
"00","3",2005,8,0.0000000000000000e+00
"00","3",2005,9,0.0000000000000000e+00
"00","3",2005,10,0.0000000000000000e+00
"00","3",2005,11,0.0000000000000000e+00
"00","3",2005,12,0.0000000000000000e+00
"00","3",2006,1,0.0000000000000000e+00
"00","3",2006,2,0.0000000000000000e+00
"00","3",2006,3,0.0000000000000000e+00
"00","3",2006,4,0.0000000000000000e+00
"00","3",2006,5,0.0000000000000000e+00
"00","3",2006,6,0.0000000000000000e+00
"00","3",2006,7,0.0000000000000000e+00
"00","3",2006,8,0.0000000000000000e+00
"00","3",2006,9,0.0000000000000000e+00
"00","3",2006,10,0.0000000000000000e+00
"00","3",2006,11,0.0000000000000000e+00
"00","3",2006,12,0.0000000000000000e+00
"00","3",2007,1,0.0000000000000000e+00
"00","3",2007,2,0.0000000000000000e+00
"00","3",2007,3,0.0000000000000000e+00
"00","3",2007,4,0.0000000000000000e+00
"00","3",2007,5,0.0000000000000000e+00
"00","3",2007,6,0.0000000000000000e+00
"00","3",2007,7,0.0000000000000000e+00
"00","3",2007,8,0.0000000000000000e+00
"00","3",2007,9,0.0000000000000000e+00
"00","3",2007,10,0.0000000000000000e+00
"00","3",2007,11,0.0000000000000000e+00
"00","3",2007,12,0.0000000000000000e+00
"00","3",2008,1,0.0000000000000000e+00
"00","3",2008,2,0.0000000000000000e+00
"00","3",2008,3,0.0000000000000000e+00
"00","3",2008,4,0.0000000000000000e+00
"00","3",2008,5,0.0000000000000000e+00
"00","3",2008,6,0.0000000000000000e+00
"00","3",2008,7,0.0000000000000000e+00
"00","3",2008,8,0.0000000000000000e+00
"00","3",2008,9,0.0000000000000000e+00
"00","3",2008,10,0.0000000000000000e+00
"00","3",2008,11,0.0000000000000000e+00
"00","3",2008,12,0.0000000000000000e+00
"00","3",2009,1,0.0000000000000000e+00
"00","3",2009,2,0.0000000000000000e+00
"00","3",2009,3,0.0000000000000000e+00
"00","3",2009,4,0.0000000000000000e+00
"00","3",2009,5,0.0000000000000000e+00
"00","3",2009,6,0.0000000000000000e+00
"00","3",2009,7,0.0000000000000000e+00
"00","3",2009,8,0.0000000000000000e+00
"00","3",2009,9,0.0000000000000000e+00
"00","3",2009,10,0.0000000000000000e+00
"00","3",2009,11,0.0000000000000000e+00
"00","3",2009,12,0.0000000000000000e+00
"01","1",1995,1,4.3498000000000002e+03
"01","1",1995,2,4.4790000000000000e+03
"01","1",1995,3,4.6661999999999998e+03
"01","1",1995,4,4.6671000000000004e+03
"01","1",1995,5,4.8108999999999996e+03
"01","1",1995,6,4.8551999999999998e+03
"01","1",1995,7,4.8838999999999996e+03
"01","1",1995,8,4.8931000000000004e+03
"01","1",1995,9,4.9078000000000002e+03
"01","1",1995,10,4.9083000000000002e+03
"01","1",1995,11,4.9368000000000002e+03
"01","1",1995,12,6.2510000000000000e+03
"01","1",1996,1,7.9363000000000002e+03
"01","1",1996,2,8.6703999999999996e+03
"01","1",1996,3,8.7372000000000007e+03
"01","1",1996,4,1.0456700000000001e+04
"01","1",1996,5,1.2800000000000000e+04
"01","1",1996,6,1.2750100000000000e+04
"01","1",1996,7,1.2750100000000000e+04
"01","1",1996,8,1.3239100000000000e+04
"01","1",1996,9,1.3225900000000000e+04
"01","1",1996,10,1.3329100000000000e+04
"01","1",1996,11,1.3466400000000000e+04
"01","1",1996,12,1.3474500000000000e+04
"01","1",1997,1,1.0000000000000000e+02
"01","1",1997,2,1.0000000000000000e+02
"01","1",1997,3,1.0000000000000000e+02
"01","1",1997,4,1.0000000000000000e+02
"01","1",1997,5,1.0000000000000000e+02
"01","1",1997,6,1.0000000000000000e+02
"01","1",1997,7,1.0000000000000000e+02
"01","1",1997,8,1.0000000000000000e+02
"01","1",1997,9,1.0000000000000000e+02
"01","1",1997,10,1.0000000000000000e+02
"01","1",1997,11,1.0000000000000000e+02
"01","1",1997,12,1.0000000000000000e+02
"01","1",1998,1,1.5090299999999999e+04
"01","1",1998,2,1.5199000000000000e+04
"01","1",1998,3,1.5283799999999999e+04
"01","1",1998,4,1.5728600000000000e+04
"01","1",1998,5,1.6326299999999999e+04
"01","1",1998,6,1.6439000000000000e+04
"01","1",1998,7,1.6642799999999999e+04
"01","1",1998,8,1.6699400000000001e+04
"01","1",1998,9,1.6976599999999999e+04
"01","1",1998,10,1.7168400000000001e+04
"01","1",1998,11,1.7185599999999999e+04
"01","1",1998,12,1.7232000000000000e+04
"01","1",1999,1,1.7283700000000001e+04
"01","1",1999,2,1.7301000000000000e+04
"01","1",1999,3,1.7330400000000001e+04
"01","1",1999,4,1.7330400000000001e+04
"01","1",1999,5,1.7554000000000000e+04
"01","1",1999,6,1.7548200000000001e+04
"01","1",1999,7,1.7781599999999999e+04
"01","1",1999,8,1.7785200000000001e+04
"01","1",1999,9,1.7815400000000001e+04
"01","1",1999,10,1.7849200000000001e+04
"01","1",1999,11,1.8220500000000000e+04
"01","1",1999,12,1.6420400000000001e+04
"01","1",2000,1,1.6442099999999999e+04
"01","1",2000,2,1.6662200000000001e+04
"01","1",2000,3,1.6662599999999999e+04
"01","1",2000,4,1.7009599999999999e+04
"01","1",2000,5,1.7114799999999999e+04
"01","1",2000,6,1.7163200000000001e+04
"01","1",2000,7,1.7186900000000001e+04
"01","1",2000,8,1.7451200000000001e+04
"01","1",2000,9,1.7522299999999999e+04
"01","1",2000,10,1.7680099999999999e+04
"01","1",2000,11,1.7743099999999999e+04
"01","1",2000,12,1.7925299999999999e+04
"01","1",2001,1,1.8091700000000001e+04
"01","1",2001,2,1.8166599999999999e+04
"01","1",2001,3,1.8195299999999999e+04
"01","1",2001,4,1.8255099999999999e+04
"01","1",2001,5,1.8410900000000001e+04
"01","1",2001,6,1.8449400000000001e+04
"01","1",2001,7,1.8497700000000001e+04
"01","1",2001,8,1.9064000000000000e+04
"01","1",2001,9,1.9394700000000001e+04
"01","1",2001,10,1.9521900000000001e+04
"01","1",2001,11,1.9542400000000001e+04
"01","1",2001,12,1.9542400000000001e+04
"01","1",2002,1,1.8331999999999999e+02
"01","1",2002,2,1.9822000000000000e+02
"01","1",2002,3,2.1322999999999999e+02
"01","1",2002,4,2.2291999999999999e+02
"01","1",2002,5,2.2849000000000001e+02
"01","1",2002,6,2.6252999999999997e+02
"01","1",2002,7,2.8333999999999997e+02
"01","1",2002,8,2.9170999999999998e+02
"01","1",2002,9,3.0779000000000002e+02
"01","1",2002,10,3.1348000000000002e+02
"01","1",2002,11,3.1104000000000002e+02
